person,conjugation,gloss,tense,tense_base,tense_translation,preverb,preverb_translation,preverb_base,verb,verb_base,verb_type,verb_translation,subject,subject_translation,subject_base,mode,mode_translation,mode_base
,ekapehapicik,conj_pref-fut_def-pe-apiVAI-3PL-conj-,fut_def,ka,future definite,pe,come and,pe,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,ekapehapiyek,conj_pref-fut_def-pe-apiVAI-2PL-conj-,fut_def,ka,future definite,pe,come and,pe,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,ekapehapiyahk,conj_pref-fut_def-pe-apiVAI-2I-conj-,fut_def,ka,future definite,pe,come and,pe,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,ekapehapiyâhk,conj_pref-fut_def-pe-apiVAI-1PL-conj-,fut_def,ka,future definite,pe,come and,pe,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,ekapemîcisocik,conj_pref-fut_def-pe-mîcisoVAI-3PL-conj-,fut_def,ka,future definite,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,ekapemîcisoyek,conj_pref-fut_def-pe-mîcisoVAI-2PL-conj-,fut_def,ka,future definite,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,ekapemîcisoyahk,conj_pref-fut_def-pe-mîcisoVAI-2I-conj-,fut_def,ka,future definite,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,ekapemîcisoyâhk,conj_pref-fut_def-pe-mîcisoVAI-1PL-conj-,fut_def,ka,future definite,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,ekahapicik,conj_pref-fut_def-NONE-apiVAI-3PL-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,ekahapiyek,conj_pref-fut_def-NONE-apiVAI-2PL-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,ekahapiyahk,conj_pref-fut_def-NONE-apiVAI-2I-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,ekahapiyâhk,conj_pref-fut_def-NONE-apiVAI-1PL-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,ekamîcisocik,conj_pref-fut_def-NONE-mîcisoVAI-3PL-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,ekamîcisoyek,conj_pref-fut_def-NONE-mîcisoVAI-2PL-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,ekamîcisoyahk,conj_pref-fut_def-NONE-mîcisoVAI-2I-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,ekamîcisoyâhk,conj_pref-fut_def-NONE-mîcisoVAI-1PL-conj-,fut_def,ka,future definite,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,ewîhatihapicik,conj_pref-fut_int-ati-apiVAI-3PL-conj-,fut_int,wî,future intentional,ati,begin to,ati,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,ewîhatihapiyek,conj_pref-fut_int-ati-apiVAI-2PL-conj-,fut_int,wî,future intentional,ati,begin to,ati,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,ewîhatihapiyahk,conj_pref-fut_int-ati-apiVAI-2I-conj-,fut_int,wî,future intentional,ati,begin to,ati,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,ewîhatihapiyâhk,conj_pref-fut_int-ati-apiVAI-1PL-conj-,fut_int,wî,future intentional,ati,begin to,ati,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,ewîhatimîcisocik,conj_pref-fut_int-ati-mîcisoVAI-3PL-conj-,fut_int,wî,future intentional,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,ewîhatimîcisoyek,conj_pref-fut_int-ati-mîcisoVAI-2PL-conj-,fut_int,wî,future intentional,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,ewîhatimîcisoyahk,conj_pref-fut_int-ati-mîcisoVAI-2I-conj-,fut_int,wî,future intentional,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,ewîhatimîcisoyâhk,conj_pref-fut_int-ati-mîcisoVAI-1PL-conj-,fut_int,wî,future intentional,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,ewînitawihapicik,conj_pref-fut_int-nitawi-apiVAI-3PL-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,ewînitawihapiyek,conj_pref-fut_int-nitawi-apiVAI-2PL-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,ewînitawihapiyahk,conj_pref-fut_int-nitawi-apiVAI-2I-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,ewînitawihapiyâhk,conj_pref-fut_int-nitawi-apiVAI-1PL-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,ewînitawimîcisocik,conj_pref-fut_int-nitawi-mîcisoVAI-3PL-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,ewînitawimîcisoyek,conj_pref-fut_int-nitawi-mîcisoVAI-2PL-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,ewînitawimîcisoyahk,conj_pref-fut_int-nitawi-mîcisoVAI-2I-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,ewînitawimîcisoyâhk,conj_pref-fut_int-nitawi-mîcisoVAI-1PL-conj-,fut_int,wî,future intentional,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,ewîpehapicik,conj_pref-fut_int-pe-apiVAI-3PL-conj-,fut_int,wî,future intentional,pe,come and,pe,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,ewîpehapiyek,conj_pref-fut_int-pe-apiVAI-2PL-conj-,fut_int,wî,future intentional,pe,come and,pe,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,ewîpehapiyahk,conj_pref-fut_int-pe-apiVAI-2I-conj-,fut_int,wî,future intentional,pe,come and,pe,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,ewîpehapiyâhk,conj_pref-fut_int-pe-apiVAI-1PL-conj-,fut_int,wî,future intentional,pe,come and,pe,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,ewîpemîcisocik,conj_pref-fut_int-pe-mîcisoVAI-3PL-conj-,fut_int,wî,future intentional,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,ewîpemîcisoyek,conj_pref-fut_int-pe-mîcisoVAI-2PL-conj-,fut_int,wî,future intentional,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,ewîpemîcisoyahk,conj_pref-fut_int-pe-mîcisoVAI-2I-conj-,fut_int,wî,future intentional,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,ewîpemîcisoyâhk,conj_pref-fut_int-pe-mîcisoVAI-1PL-conj-,fut_int,wî,future intentional,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,ewîhapicik,conj_pref-fut_int-NONE-apiVAI-3PL-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,ewîhapiyek,conj_pref-fut_int-NONE-apiVAI-2PL-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,ewîhapiyahk,conj_pref-fut_int-NONE-apiVAI-2I-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,ewîhapiyâhk,conj_pref-fut_int-NONE-apiVAI-1PL-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,ewîmîcisocik,conj_pref-fut_int-NONE-mîcisoVAI-3PL-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,ewîmîcisoyek,conj_pref-fut_int-NONE-mîcisoVAI-2PL-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,ewîmîcisoyahk,conj_pref-fut_int-NONE-mîcisoVAI-2I-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,ewîmîcisoyâhk,conj_pref-fut_int-NONE-mîcisoVAI-1PL-conj-,fut_int,wî,future intentional,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,ekîhatihapicik,conj_pref-pst-ati-apiVAI-3PL-conj-,pst,kî,past,ati,begin to,ati,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,atihapihkek,ati-apiVAI-pst-2PL-delayed_imp-,pst,kî,past,ati,begin to,ati,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,delayed_imp,Delayed Imperative,
,ekîhatihapiyek,conj_pref-pst-ati-apiVAI-2PL-conj-,pst,kî,past,ati,begin to,ati,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,atihapihkahk,ati-apiVAI-pst-2I-delayed_imp-,pst,kî,past,ati,begin to,ati,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,delayed_imp,Delayed Imperative,
,ekîhatihapiyahk,conj_pref-pst-ati-apiVAI-2I-conj-,pst,kî,past,ati,begin to,ati,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,ekîhatihapiyâhk,conj_pref-pst-ati-apiVAI-1PL-conj-,pst,kî,past,ati,begin to,ati,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,ekîhatimîcisocik,conj_pref-pst-ati-mîcisoVAI-3PL-conj-,pst,kî,past,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,atimîcisohkek,ati-mîcisoVAI-pst-2PL-delayed_imp-,pst,kî,past,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,delayed_imp,Delayed Imperative,
,ekîhatimîcisoyek,conj_pref-pst-ati-mîcisoVAI-2PL-conj-,pst,kî,past,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,atimîcisohkahk,ati-mîcisoVAI-pst-2I-delayed_imp-,pst,kî,past,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,delayed_imp,Delayed Imperative,
,ekîhatimîcisoyahk,conj_pref-pst-ati-mîcisoVAI-2I-conj-,pst,kî,past,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,ekîhatimîcisoyâhk,conj_pref-pst-ati-mîcisoVAI-1PL-conj-,pst,kî,past,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,ekînitawihapicik,conj_pref-pst-nitawi-apiVAI-3PL-conj-,pst,kî,past,nitawi,good at,nitawi,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,nitawihapihkek,nitawi-apiVAI-pst-2PL-delayed_imp-,pst,kî,past,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,delayed_imp,Delayed Imperative,
,ekînitawihapiyek,conj_pref-pst-nitawi-apiVAI-2PL-conj-,pst,kî,past,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,nitawihapihkahk,nitawi-apiVAI-pst-2I-delayed_imp-,pst,kî,past,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,delayed_imp,Delayed Imperative,
,ekînitawihapiyahk,conj_pref-pst-nitawi-apiVAI-2I-conj-,pst,kî,past,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,ekînitawihapiyâhk,conj_pref-pst-nitawi-apiVAI-1PL-conj-,pst,kî,past,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,ekînitawimîcisocik,conj_pref-pst-nitawi-mîcisoVAI-3PL-conj-,pst,kî,past,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,nitawimîcisohkek,nitawi-mîcisoVAI-pst-2PL-delayed_imp-,pst,kî,past,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,delayed_imp,Delayed Imperative,
,ekînitawimîcisoyek,conj_pref-pst-nitawi-mîcisoVAI-2PL-conj-,pst,kî,past,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,nitawimîcisohkahk,nitawi-mîcisoVAI-pst-2I-delayed_imp-,pst,kî,past,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,delayed_imp,Delayed Imperative,
,ekînitawimîcisoyahk,conj_pref-pst-nitawi-mîcisoVAI-2I-conj-,pst,kî,past,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,ekînitawimîcisoyâhk,conj_pref-pst-nitawi-mîcisoVAI-1PL-conj-,pst,kî,past,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,ekîpehapicik,conj_pref-pst-pe-apiVAI-3PL-conj-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,pehapihkek,pe-apiVAI-pst-2PL-delayed_imp-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,delayed_imp,Delayed Imperative,
,ekîpehapiyek,conj_pref-pst-pe-apiVAI-2PL-conj-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,pehapihkahk,pe-apiVAI-pst-2I-delayed_imp-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,delayed_imp,Delayed Imperative,
,ekîpehapiyahk,conj_pref-pst-pe-apiVAI-2I-conj-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,ekîpehapiyâhk,conj_pref-pst-pe-apiVAI-1PL-conj-,pst,kî,past,pe,come and,pe,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,ekîpemîcisocik,conj_pref-pst-pe-mîcisoVAI-3PL-conj-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,pemîcisohkek,pe-mîcisoVAI-pst-2PL-delayed_imp-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,delayed_imp,Delayed Imperative,
,ekîpemîcisoyek,conj_pref-pst-pe-mîcisoVAI-2PL-conj-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,pemîcisohkahk,pe-mîcisoVAI-pst-2I-delayed_imp-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,delayed_imp,Delayed Imperative,
,ekîpemîcisoyahk,conj_pref-pst-pe-mîcisoVAI-2I-conj-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,ekîpemîcisoyâhk,conj_pref-pst-pe-mîcisoVAI-1PL-conj-,pst,kî,past,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,ekîhapicik,conj_pref-pst-NONE-apiVAI-3PL-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,apihkek,NONE-apiVAI-pst-2PL-delayed_imp-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,delayed_imp,Delayed Imperative,
,ekîhapiyek,conj_pref-pst-NONE-apiVAI-2PL-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,apihkahk,NONE-apiVAI-pst-2I-delayed_imp-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,delayed_imp,Delayed Imperative,
,ekîhapiyahk,conj_pref-pst-NONE-apiVAI-2I-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,ekîhapiyâhk,conj_pref-pst-NONE-apiVAI-1PL-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,ekîmîcisocik,conj_pref-pst-NONE-mîcisoVAI-3PL-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,mîcisohkek,NONE-mîcisoVAI-pst-2PL-delayed_imp-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,delayed_imp,Delayed Imperative,
,ekîmîcisoyek,conj_pref-pst-NONE-mîcisoVAI-2PL-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,mîcisohkahk,NONE-mîcisoVAI-pst-2I-delayed_imp-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,delayed_imp,Delayed Imperative,
,ekîmîcisoyahk,conj_pref-pst-NONE-mîcisoVAI-2I-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,ekîmîcisoyâhk,conj_pref-pst-NONE-mîcisoVAI-1PL-conj-,pst,kî,past,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,ehatihapicik,conj_pref-prs-ati-apiVAI-3PL-conj-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,atihapik,ati-apiVAI-2PL-prs-imp-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,imp,Immediate Imperative,
,ehatihapiyek,conj_pref-prs-ati-apiVAI-2PL-conj-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,ehatihapiyahk,conj_pref-prs-ati-apiVAI-2I-conj-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,ehatihapiyâhk,conj_pref-prs-ati-apiVAI-1PL-conj-,prs,,present,ati,begin to,ati,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,ehatimîcisocik,conj_pref-prs-ati-mîcisoVAI-3PL-conj-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,atimîcisok,ati-mîcisoVAI-2PL-prs-imp-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,imp,Immediate Imperative,
,ehatimîcisoyek,conj_pref-prs-ati-mîcisoVAI-2PL-conj-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,ehatimîcisoyahk,conj_pref-prs-ati-mîcisoVAI-2I-conj-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,ehatimîcisoyâhk,conj_pref-prs-ati-mîcisoVAI-1PL-conj-,prs,,present,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,enitawihapicik,conj_pref-prs-nitawi-apiVAI-3PL-conj-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,nitawihapik,nitawi-apiVAI-2PL-prs-imp-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,imp,Immediate Imperative,
,enitawihapiyek,conj_pref-prs-nitawi-apiVAI-2PL-conj-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,enitawihapiyahk,conj_pref-prs-nitawi-apiVAI-2I-conj-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,enitawihapiyâhk,conj_pref-prs-nitawi-apiVAI-1PL-conj-,prs,,present,nitawi,good at,nitawi,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,enitawimîcisocik,conj_pref-prs-nitawi-mîcisoVAI-3PL-conj-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,nitawimîcisok,nitawi-mîcisoVAI-2PL-prs-imp-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,imp,Immediate Imperative,
,enitawimîcisoyek,conj_pref-prs-nitawi-mîcisoVAI-2PL-conj-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,enitawimîcisoyahk,conj_pref-prs-nitawi-mîcisoVAI-2I-conj-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,enitawimîcisoyâhk,conj_pref-prs-nitawi-mîcisoVAI-1PL-conj-,prs,,present,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,epehapicik,conj_pref-prs-pe-apiVAI-3PL-conj-,prs,,present,pe,come and,pe,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,pehapik,pe-apiVAI-2PL-prs-imp-,prs,,present,pe,come and,pe,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,imp,Immediate Imperative,
,epehapiyek,conj_pref-prs-pe-apiVAI-2PL-conj-,prs,,present,pe,come and,pe,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,epehapiyahk,conj_pref-prs-pe-apiVAI-2I-conj-,prs,,present,pe,come and,pe,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,epehapiyâhk,conj_pref-prs-pe-apiVAI-1PL-conj-,prs,,present,pe,come and,pe,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,epemîcisocik,conj_pref-prs-pe-mîcisoVAI-3PL-conj-,prs,,present,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,pemîcisok,pe-mîcisoVAI-2PL-prs-imp-,prs,,present,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,imp,Immediate Imperative,
,epemîcisoyek,conj_pref-prs-pe-mîcisoVAI-2PL-conj-,prs,,present,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,conj,Conjunct,
,epemîcisoyahk,conj_pref-prs-pe-mîcisoVAI-2I-conj-,prs,,present,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,2I,we (and you),kiyanaw,conj,Conjunct,
,epemîcisoyâhk,conj_pref-prs-pe-mîcisoVAI-1PL-conj-,prs,,present,pe,come and,pe,mîcisoVAI,mîciso,VAI,eat,1PL,we (and not you),niyanan,conj,Conjunct,
,ehapicik,conj_pref-prs-NONE-apiVAI-3PL-conj-,prs,,present,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,3PL,they,wiyawaw,conj,Conjunct,
,apik,NONE-apiVAI-2PL-prs-imp-,prs,,present,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,imp,Immediate Imperative,
,ehapiyek,conj_pref-prs-NONE-apiVAI-2PL-conj-,prs,,present,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2PL,you all,kiyanawaw,conj,Conjunct,
,ehapiyahk,conj_pref-prs-NONE-apiVAI-2I-conj-,prs,,present,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,2I,we (and you),kiyanaw,conj,Conjunct,
,ehapiyâhk,conj_pref-prs-NONE-apiVAI-1PL-conj-,prs,,present,NONE,no preverb,mahkikway preverb,apiVAI,api,VAI,sit,1PL,we (and not you),niyanan,conj,Conjunct,
,emîcisocik,conj_pref-prs-NONE-mîcisoVAI-3PL-conj-,prs,,present,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,3PL,they,wiyawaw,conj,Conjunct,
,mîcisok,NONE-mîcisoVAI-2PL-prs-imp-,prs,,present,NONE,no preverb,mahkikway preverb,mîcisoVAI,mîciso,VAI,eat,2PL,you all,kiyanawaw,imp,Immediate Imperative,
